City_ID,City,Lat,Lng,Max Temp,Percent Humidity,Percent Cloudiness,Wind Speed,Current Description
341,Bershet,57.7309,56.3783,42.06,95,100,14.18,overcast clouds
342,Mehamn,71.0357,27.8492,48.38,76,0,17.27,clear sky
343,Salinopolis,-0.6136,-47.3561,80.92,76,100,14.16,overcast clouds
344,Alta,69.9689,23.2717,49.26,72,0,4.0,clear sky
345,Sao Gabriel,-30.3364,-54.32,70.97,66,0,4.43,clear sky
346,La Ligua,-32.4524,-71.2311,71.38,58,4,7.58,clear sky
347,Oda,35.1833,132.5,66.07,90,9,6.11,clear sky
348,Kribi,2.95,9.9167,76.95,88,100,4.56,overcast clouds
349,Dzaoudzi,-12.7887,45.2699,75.09,73,0,5.75,clear sky
350,Bowen,-20.0167,148.2333,59.22,90,30,8.12,scattered clouds
351,Bulaevo,54.9056,70.4439,33.53,75,14,13.09,few clouds
352,Baragua,21.6967,-78.6328,85.55,71,78,8.95,broken clouds
353,Tiznit,29.5833,-9.5,74.8,43,1,1.16,clear sky
354,Huarmey,-10.0681,-78.1522,67.8,75,20,9.26,few clouds
355,Kavieng,-2.5744,150.7967,81.16,80,97,5.88,moderate rain
356,Kunnamangalam,11.3046,75.8777,79.43,94,94,3.02,overcast clouds
357,Metu,8.3,35.5833,53.56,98,42,3.38,scattered clouds
358,Requena,39.4883,-1.1004,66.99,50,88,4.7,overcast clouds
359,Boke,10.9409,-14.2967,76.44,94,100,4.07,overcast clouds
360,Teya,60.3778,92.6267,35.38,93,100,5.77,overcast clouds
361,Bucerias,20.75,-105.3333,87.98,77,92,6.62,overcast clouds
362,Rosarito,32.3333,-117.0333,71.26,70,6,12.35,clear sky
363,Coahuayana,18.7333,-103.6833,88.27,65,100,5.21,overcast clouds
364,Buraydah,26.326,43.975,84.65,27,14,12.01,few clouds
365,Suez,29.9737,32.5263,73.62,72,43,8.79,scattered clouds
366,Praya,14.9215,-23.5087,81.14,74,20,12.66,few clouds
367,Dolinsk,47.35,142.8,37.26,95,15,7.05,few clouds
368,Saint-Francois,46.4154,3.9054,58.68,100,0,3.44,clear sky
369,Oshnaviyeh,37.0397,45.0983,43.05,41,0,0.89,clear sky
370,Nantucket,41.2835,-70.0995,73.54,70,1,18.41,clear sky
371,Norman Wells,65.282,-126.8329,37.44,65,75,17.27,broken clouds
372,Nanortalik,60.1432,-45.2371,37.85,74,12,3.58,few clouds
373,Sur,22.5667,59.5289,83.84,65,6,9.98,clear sky
374,Westport,41.1415,-73.3579,74.05,48,20,1.99,few clouds
375,Santa Rita,-7.1139,-34.9781,75.87,94,75,14.97,broken clouds
376,Miri,4.4148,114.0089,77.14,88,40,4.61,scattered clouds
377,Beyneu,45.3167,55.2,57.0,68,0,14.18,clear sky
378,Constitucion,-35.3333,-72.4167,57.54,61,46,16.91,scattered clouds
379,Gainesville,29.6516,-82.3248,86.61,57,75,3.44,broken clouds
380,Bom Jardim,-7.7958,-35.5872,80.94,88,84,11.18,broken clouds
381,Abu Kamal,34.4506,40.9171,75.42,22,3,10.45,clear sky
382,Santa Maria,-29.6842,-53.8069,76.3,57,0,6.91,clear sky
383,Omboue,-1.5746,9.2618,76.69,85,97,7.29,overcast clouds
384,Hambantota,6.1241,81.1185,79.38,84,100,26.6,overcast clouds
385,Live Oak,36.9836,-121.9805,80.42,65,1,5.01,clear sky
386,Satellite Beach,28.1761,-80.5901,86.22,67,1,7.0,clear sky
387,Maragogi,-9.0122,-35.2225,75.56,86,34,12.48,scattered clouds
388,Cayenne,4.9333,-52.3333,87.84,73,41,5.01,scattered clouds
389,Gravdal,68.1214,13.5031,53.49,94,75,13.8,broken clouds
390,Poum,-20.2333,164.0167,72.1,66,69,7.67,broken clouds
391,South Venice,27.0531,-82.4243,90.99,72,40,9.22,scattered clouds
392,Davenport,41.5236,-90.5776,87.53,34,1,14.0,clear sky
393,Quba,41.3626,48.5152,50.54,63,0,6.2,clear sky
394,Beringovskiy,63.05,179.3167,36.37,81,99,2.17,overcast clouds
395,Saldanha,-33.0117,17.9442,60.85,87,0,21.79,clear sky
396,Bagac,14.5962,120.3928,82.35,83,100,4.76,overcast clouds
397,Srednekolymsk,67.45,153.6833,32.7,97,100,19.51,light snow
398,Juegang,32.3174,121.1855,76.98,94,89,6.78,overcast clouds
399,Ouesso,1.6136,16.0517,70.34,96,78,0.25,broken clouds
400,Laguna,38.421,-121.4238,90.23,47,1,5.01,clear sky
401,Emerald,-23.5333,148.1667,66.34,77,90,8.05,overcast clouds
402,Wanning,18.8003,110.3967,78.4,87,15,2.51,few clouds
403,Moose Factory,51.2585,-80.6094,51.8,87,90,14.97,light rain
404,Grass Valley,39.2191,-121.0611,86.05,20,1,3.0,clear sky
405,Port Hedland,-20.3167,118.5667,62.65,82,6,8.05,clear sky
406,Iskateley,67.6803,53.1512,40.95,84,100,12.15,overcast clouds
407,Mackay,-21.15,149.2,69.04,94,40,5.75,scattered clouds
408,Flin Flon,54.7682,-101.865,64.24,55,40,6.91,scattered clouds
409,Puebla,18.8333,-98.0,75.87,43,31,9.51,scattered clouds
410,Cap Malheureux,-19.9842,57.6142,70.29,88,31,5.01,light rain
411,Hella,67.2,14.4333,55.76,96,75,10.36,broken clouds
412,Zuwarah,32.9312,12.082,79.18,70,99,18.32,overcast clouds
413,Solton,52.8429,86.4787,31.17,96,99,6.13,overcast clouds
414,Bodden Town,19.2833,-81.25,89.6,70,75,3.0,broken clouds
415,Farafangana,-22.8167,47.8333,69.26,81,32,8.03,scattered clouds
416,Skjervoy,70.0311,20.9714,50.7,77,100,12.53,overcast clouds
417,Bandarbeyla,9.4942,50.8122,79.27,77,53,18.81,broken clouds
418,Patacamaya,-17.2333,-67.9167,61.39,24,41,3.56,scattered clouds
419,Ciudad Bolivar,8.1222,-63.5497,87.75,59,97,4.61,overcast clouds
420,Matadi,-5.8167,13.45,78.71,74,92,6.85,overcast clouds
421,Belmonte,-15.8631,-38.8828,77.5,77,70,6.78,broken clouds
422,Saint-Georges,12.0564,-61.7485,83.88,79,40,9.22,scattered clouds
423,Sunrise Manor,36.2111,-115.0731,94.82,26,1,4.61,clear sky
424,Toul,48.6667,5.9167,61.09,94,0,6.91,clear sky
425,Ostersund,63.1792,14.6357,52.61,71,0,16.11,clear sky
426,Vostok,46.4856,135.8833,44.1,93,49,3.53,scattered clouds
427,The Pas,53.8251,-101.2541,66.22,48,20,2.3,few clouds
428,Baruun-Urt,46.6806,113.2792,39.33,60,0,7.07,clear sky
429,Mbumi,-7.9058,39.2105,70.59,88,5,3.47,clear sky
430,Pantai Remis,4.4557,100.6288,75.56,92,100,5.79,moderate rain
431,Tall Kayf,37.0833,41.0667,70.95,18,0,8.03,clear sky
432,Lima,-12.0432,-77.0282,63.39,93,90,1.99,overcast clouds
433,Sept-Iles,50.2001,-66.3821,57.72,98,90,11.01,mist
434,Tamiahua,21.2667,-97.45,83.73,67,69,8.86,broken clouds
435,Nishihara,26.1842,127.7558,79.88,95,40,5.75,scattered clouds
436,Kavaratti,10.5669,72.642,80.83,81,100,24.79,overcast clouds
437,Jalu,29.0331,21.5482,75.78,34,0,7.27,clear sky
438,Maumere,-8.6199,122.2111,77.04,82,26,5.32,scattered clouds
439,Weligama,5.9667,80.4167,78.01,88,100,23.42,overcast clouds
440,Ejido,8.5514,-71.2375,75.76,74,100,4.72,overcast clouds
441,Nagato,34.3833,131.2,73.31,89,15,6.42,few clouds
442,Tupik,54.4253,119.9327,45.18,92,98,6.91,overcast clouds
443,Odweyne,9.4092,45.064,78.48,48,93,17.02,overcast clouds
444,Songea,-10.6833,35.65,64.85,48,85,2.82,overcast clouds
445,Batesville,35.7698,-91.641,89.08,33,1,5.01,clear sky
446,Kyaukse,21.6,96.1333,79.05,74,99,4.03,overcast clouds
447,Half Moon Bay,37.4636,-122.4286,78.91,69,90,5.75,overcast clouds
448,Auki,-8.7676,160.7034,79.92,81,99,3.31,overcast clouds
449,Kulhudhuffushi,6.6221,73.07,75.9,91,100,34.81,overcast clouds
450,Tokur,53.1333,132.9,40.08,95,100,3.71,overcast clouds
451,Pulivendla,14.4167,78.2333,78.21,75,100,13.13,overcast clouds
452,Yevpatoriya,45.1972,33.3558,64.83,65,93,8.88,overcast clouds
453,Cheremkhovo,53.1561,103.0675,32.47,71,62,1.72,broken clouds
454,Itarema,-2.9248,-39.9167,79.14,81,17,15.95,few clouds
455,Matoury,4.8483,-52.3317,87.76,62,53,8.05,broken clouds
456,Maarianhamina,60.0973,19.9348,46.26,100,0,1.14,clear sky
457,Vardo,70.3705,31.1107,47.95,81,75,17.27,broken clouds
458,North Bend,43.4065,-124.2243,73.24,59,20,13.8,few clouds
459,Tiarei,-17.5333,-149.3333,84.22,76,8,11.7,clear sky
460,Tilichiki,60.4667,166.1,39.54,95,100,5.21,light rain
461,Caucaia,-3.7361,-38.6531,82.35,76,20,11.5,few clouds
462,Mumford,5.2618,-0.759,75.56,91,97,9.73,moderate rain
463,Nova Aurora,-22.8667,-52.5667,88.16,29,30,6.04,scattered clouds
464,Kutum,14.2,24.6667,75.54,56,57,7.63,broken clouds
465,Ayr,55.4627,-4.6339,64.09,100,75,13.8,moderate rain
466,Japura,-0.3167,102.35,72.41,99,99,2.17,overcast clouds
467,College,64.8569,-147.8028,34.29,82,75,3.44,broken clouds
468,Chicama,-7.8447,-79.1469,63.14,66,18,9.22,few clouds
469,Benghazi,32.1167,20.0667,75.81,61,0,13.56,clear sky
470,Coihaique,-45.5752,-72.0662,47.01,57,75,6.91,broken clouds
471,Bartlesville,36.7473,-95.9808,95.56,25,1,18.41,clear sky
472,Chongqing,29.5628,106.5528,78.22,73,90,5.99,light rain
473,Mount Gambier,-37.8333,140.7667,40.91,87,83,9.22,broken clouds
474,Bloemfontein,-29.1211,26.214,62.08,36,4,3.44,clear sky
475,Keetmanshoop,-26.5833,18.1333,86.92,11,68,11.41,broken clouds
476,Mecca,21.4267,39.8261,85.89,53,5,4.54,clear sky
477,Bradesti,44.4833,23.6333,64.54,47,4,3.71,clear sky
478,Lerwick,60.1545,-1.1494,55.4,97,100,27.11,overcast clouds
479,Paamiut,61.994,-49.6678,35.02,67,6,7.96,clear sky
480,Fortuna,40.5982,-124.1573,67.93,68,1,5.01,clear sky
481,Beruwala,6.4788,79.9828,78.24,88,100,25.46,overcast clouds
482,Kaeo,-35.1,173.7833,55.33,84,97,6.85,overcast clouds
483,Olinda,-8.0089,-34.8553,78.53,69,75,17.27,broken clouds
484,Teahupoo,-17.8333,-149.2667,78.76,76,8,13.94,clear sky
485,Barcelos,41.5388,-8.6151,66.92,95,100,5.59,overcast clouds
486,Terenos,-20.4422,-54.8603,87.57,30,67,5.7,broken clouds
487,Sala Consilina,40.3912,15.5989,68.38,53,88,1.63,overcast clouds
488,Sibut,5.718,19.0739,70.32,95,35,1.14,light rain
489,Bereda,43.2686,-7.5406,65.41,83,100,8.01,overcast clouds
490,Kolpashevo,58.3131,82.9089,36.46,94,98,7.65,overcast clouds
491,Koumac,-20.5667,164.2833,72.27,61,100,2.77,overcast clouds
492,Moba,33.2288,105.0179,52.93,87,100,4.41,overcast clouds
493,Windhoek,-22.5594,17.0832,75.4,19,5,1.14,clear sky
494,Ramnagar,29.4,79.1167,74.3,82,0,4.0,clear sky
495,Mogadishu,2.0371,45.3438,77.95,81,16,18.92,few clouds
496,Ligourion,37.6167,23.0333,69.73,62,0,2.51,clear sky
497,Zarate,-34.0981,-59.0286,79.03,56,32,5.32,scattered clouds
498,Champerico,14.3,-91.9167,84.34,71,87,6.04,overcast clouds
499,Kualakapuas,-3.0091,114.3876,75.36,97,22,0.65,few clouds
500,Alexandria,31.2156,29.9553,75.16,60,0,5.75,clear sky
501,Amapa,1.0,-52.0,83.01,53,100,4.07,overcast clouds
502,Faya,18.3851,42.4509,68.52,25,6,8.14,clear sky
503,Yatou,37.15,122.3833,65.89,90,100,15.57,light rain
504,Siguiri,11.6667,-9.5,77.45,78,52,1.1,broken clouds
505,Kamiiso,41.8167,140.65,61.38,84,37,7.49,scattered clouds
506,Charters Towers,-20.1,146.2667,63.45,87,3,7.72,clear sky
507,Barranca,-10.75,-77.7667,65.39,74,22,9.13,few clouds
508,Zaraza,9.3503,-65.3245,86.94,59,97,3.47,overcast clouds
509,Drayton Valley,53.2168,-114.9854,68.04,48,95,4.03,overcast clouds
510,Waitati,-45.75,170.5667,39.79,84,7,1.23,clear sky
511,Tiksi,71.6872,128.8694,33.94,95,100,8.77,overcast clouds
512,Lavrentiya,65.5833,-171.0,31.66,82,98,6.33,overcast clouds
513,Sangar,63.9242,127.4739,32.81,95,57,1.88,broken clouds
514,Yenagoa,4.9247,6.2642,75.07,92,100,4.34,overcast clouds
515,Katherine,-14.4667,132.2667,77.32,65,48,3.44,scattered clouds
516,Palmer,42.1584,-72.3287,71.2,46,40,1.99,scattered clouds
517,Garowe,8.4054,48.4845,84.07,43,53,17.47,broken clouds
518,Tucuman,-26.8241,-65.2226,93.2,21,0,9.22,clear sky
519,Balaipungut,1.05,101.2833,73.67,99,100,1.59,light rain
520,Zhezkazgan,47.8043,67.7144,60.39,21,100,13.78,overcast clouds
521,Mega,4.05,38.3,67.33,49,100,11.74,overcast clouds
522,Causapscal,48.3542,-67.227,54.95,99,100,4.9,light rain
523,Sorong,-0.8833,131.25,77.63,86,63,3.89,broken clouds
524,Naze,28.3667,129.4833,77.38,82,17,12.1,few clouds
525,Hastings,50.8552,0.5729,62.35,99,100,9.15,overcast clouds
526,Ust-Nera,64.5667,143.2,30.15,87,82,4.94,broken clouds
527,Acapulco,16.8634,-99.8901,86.07,69,67,7.25,broken clouds
528,Serrana,-21.2114,-47.5956,69.75,50,40,7.36,scattered clouds
529,Nanning,22.8167,108.3167,75.65,86,5,1.61,light rain
530,Broken Hill,-31.95,141.4333,44.31,45,48,0.0,scattered clouds
531,Lithakia,37.7167,20.8333,73.58,82,0,1.14,clear sky
532,Koutiala,12.3917,-5.4642,82.02,60,18,7.29,few clouds
533,Bairiki,1.3292,172.9752,84.2,70,20,10.36,few clouds
534,Oktyabrskoye,43.0645,44.7417,44.74,93,0,6.71,clear sky
535,Davila,18.4726,120.5763,81.39,81,3,14.54,clear sky
536,Martapura,-3.4167,114.85,75.29,100,90,3.44,overcast clouds
537,Soligalich,59.0778,42.2864,46.17,94,100,7.47,overcast clouds
538,Atambua,-9.1061,124.8925,70.34,85,76,4.25,broken clouds
539,Kushiro,42.975,144.3747,54.21,91,56,4.23,broken clouds
540,Sandnessjoen,66.0217,12.6316,57.42,82,40,11.5,scattered clouds
541,Natal,-5.795,-35.2094,81.25,78,75,16.11,broken clouds
542,Halifax,44.6453,-63.5724,69.69,97,98,7.0,overcast clouds
543,Petrolina,-9.3986,-40.5008,93.25,29,20,10.36,few clouds
544,Voyinka,45.8699,33.9914,63.25,66,48,7.61,scattered clouds
545,Solnechnyy,50.7214,136.6319,46.54,89,77,3.78,broken clouds
546,Kenai,60.5544,-151.2583,44.15,65,1,5.75,clear sky
547,Bambanglipuro,-7.95,110.2833,76.44,85,100,10.2,overcast clouds
548,Beatrice,40.2681,-96.747,94.17,25,1,16.11,clear sky
549,Thio,-21.6167,166.2167,67.96,55,57,2.86,broken clouds
550,Ishigaki,24.3448,124.1572,83.57,75,5,11.77,clear sky
551,Necochea,-38.5473,-58.7368,51.04,70,100,13.33,overcast clouds
552,Chapleau,47.8405,-83.4034,62.69,51,75,6.91,broken clouds
553,Mitu,1.1983,-70.1733,80.11,74,94,2.71,overcast clouds
554,Atasu,48.6814,71.6433,56.86,17,100,13.94,overcast clouds
555,Zhirnovsk,50.9845,44.7735,47.77,90,100,16.4,overcast clouds
556,Moa,20.6569,-74.9403,84.0,71,30,7.83,scattered clouds
557,South Houston,29.663,-95.2355,90.3,55,40,9.22,scattered clouds
558,Vogar,63.9832,-22.3874,44.64,81,75,28.77,light rain
559,Prince George,53.9166,-122.753,63.25,72,1,10.36,clear sky
560,Herat,34.5,62.0,59.05,73,0,36.91,clear sky
561,Aksu,41.1231,80.2644,64.15,24,0,2.68,clear sky
562,Ust-Tsilma,65.441,52.1498,39.74,83,100,6.44,overcast clouds
563,Rigaud,45.4793,-74.3024,67.91,56,70,13.06,broken clouds
564,Narsaq,60.9167,-46.05,43.02,53,0,3.74,clear sky
565,Port Hardy,50.6996,-127.4199,55.58,88,75,17.27,light rain
566,Waipawa,-41.4122,175.5153,46.02,90,99,9.6,light rain
567,Los Llanos De Aridane,28.6585,-17.9182,71.35,88,75,9.22,volcanic ash
568,Rio Gallegos,-51.6226,-69.2181,50.05,29,40,17.27,scattered clouds
569,Rio Branco,-9.9747,-67.81,93.81,46,40,9.22,scattered clouds
570,Challapata,-18.9,-66.7667,58.66,12,0,7.72,clear sky
571,Kuusamo,65.9667,29.1833,37.44,100,0,4.61,clear sky
572,Biu,10.6129,12.1946,73.74,66,63,3.71,broken clouds
573,Nouakchott,18.0858,-15.9785,78.73,76,39,11.99,scattered clouds
574,Viedma,-40.8135,-62.9967,54.37,31,7,9.24,clear sky
575,Lunglei,22.8833,92.7333,65.34,94,22,2.57,few clouds
576,Quepos,9.4236,-84.1652,83.5,85,100,3.96,overcast clouds
577,Bestobe,52.4994,73.0975,36.32,63,96,17.09,overcast clouds
578,Sokolka,53.4072,23.5023,47.66,76,87,6.2,overcast clouds
579,Pierre,44.3683,-100.351,93.99,29,1,1.01,clear sky
580,Santa Vitoria Do Palmar,-33.5189,-53.3681,62.71,80,0,7.02,clear sky
581,Ilovlya,49.3033,43.9796,49.3,81,10,18.12,clear sky
582,Vanimo,-2.6741,141.3028,77.38,90,100,3.98,overcast clouds
583,Tallahassee,30.4383,-84.2807,87.64,57,40,5.75,scattered clouds
584,Krasnyy Chikoy,50.3643,108.7512,31.48,93,37,3.11,scattered clouds
585,Yuanping,38.7153,112.7575,54.72,93,80,0.51,broken clouds
586,Yichang,30.7144,111.2847,74.05,84,96,1.74,light rain
587,Jian,27.1172,114.9793,79.43,69,0,3.13,light rain
588,Evensk,61.95,159.2333,37.54,70,78,8.86,broken clouds
589,Berlevag,70.8578,29.0864,48.2,71,75,18.41,broken clouds
590,Magole,-6.3667,37.3667,70.38,65,22,3.29,few clouds
591,Praxedis Guerrero,31.3667,-106.0167,86.81,34,1,6.78,clear sky
592,Nikolayevsk-Na-Amure,53.1406,140.73,43.25,87,74,0.81,broken clouds
593,Kormend,47.011,16.606,59.95,82,34,2.77,scattered clouds
594,Mazamari,-11.3258,-74.5308,93.6,30,84,1.21,broken clouds
595,Verkhoyansk,67.5447,133.385,30.52,89,75,2.82,broken clouds
596,Bathsheba,13.2167,-59.5167,88.41,66,40,9.22,scattered clouds
597,Chicholi,21.4667,79.6833,75.38,94,100,4.23,overcast clouds
598,Tongren,27.7172,109.1853,74.57,82,1,1.57,light rain
599,Waingapu,-9.6567,120.2641,74.64,79,88,6.38,overcast clouds
600,Phuket,8.0,98.25,75.42,100,20,3.44,few clouds
601,Padang,-0.9492,100.3543,76.08,93,100,1.48,overcast clouds
602,Joshimath,30.5667,79.5667,65.84,79,35,2.37,scattered clouds
603,Bolshaya Sosnova,57.6713,54.6029,40.73,95,100,17.25,light rain
604,Hitoyoshi,32.2167,130.75,65.35,95,7,3.29,clear sky
605,Verkhnyaya Inta,65.9811,60.3094,33.91,73,100,7.43,overcast clouds
606,Anadyr,64.75,177.4833,28.9,92,20,1.99,few clouds
607,New Glasgow,45.5834,-62.6486,69.91,95,100,20.33,overcast clouds
608,Casa Nova,-9.4167,-41.1333,93.18,42,0,13.91,clear sky
609,Ngunguru,-35.6167,174.5,56.16,66,95,7.76,overcast clouds
610,Marsa Matruh,31.3525,27.2453,75.4,64,20,6.91,few clouds
611,San Quintin,30.4833,-115.95,72.14,65,6,12.66,clear sky
612,Obera,-27.4871,-55.1199,75.51,45,0,3.44,clear sky
613,Hay River,60.8156,-115.7999,48.16,76,75,9.22,broken clouds
614,Varadero,23.1536,-81.2514,86.76,68,2,11.05,clear sky
615,Utiel,39.5667,-1.2,66.0,50,87,4.88,overcast clouds
616,Trinidad,-14.8333,-64.9,94.98,49,40,9.22,smoke
617,Kaifeng,34.7911,114.3483,67.06,94,99,6.87,light rain
618,Bud,39.447,-86.1758,76.95,51,99,9.78,overcast clouds
619,Miyang,24.4042,103.4428,60.13,97,0,2.62,clear sky
620,Swan River,52.1058,-101.2676,66.09,37,50,3.44,scattered clouds
621,Brigantine,39.4101,-74.3646,74.26,43,1,14.97,clear sky
622,Buchanan,5.8808,-10.0467,78.76,93,100,8.39,moderate rain
623,Esso,55.9333,158.7,41.43,81,100,2.82,overcast clouds
624,Mahenge,-8.6833,36.7167,64.67,51,49,2.66,scattered clouds
625,Saint Andrews,34.0454,-81.1293,84.15,43,20,1.99,few clouds
626,Florianopolis,-27.6146,-48.5012,72.63,64,0,10.36,clear sky
627,Manono,-7.3,27.4167,76.23,52,59,3.51,broken clouds
628,Fandriana,-20.2333,47.3833,56.84,81,99,5.14,overcast clouds
629,Turiacu,-1.6633,-45.3717,79.3,78,35,7.18,scattered clouds
630,Bom Conselho,-9.1697,-36.6797,68.43,86,34,13.42,scattered clouds
631,Kathmandu,27.7167,85.3167,68.22,100,20,0.0,few clouds
632,Te Anau,-45.4167,167.7167,38.64,71,12,0.27,few clouds
633,Marzuq,14.4,46.4667,78.22,21,13,2.75,few clouds
634,Atlantic City,39.3643,-74.4229,74.37,40,1,14.97,clear sky
635,Zheleznodorozhnyy,55.7503,38.0042,50.36,93,100,9.24,overcast clouds
636,Honningsvag,70.9821,25.9704,47.95,76,75,3.44,light rain
637,Russell,32.3502,-85.1999,83.48,42,1,3.44,clear sky
638,Phan Thiet,10.9333,108.1,76.3,92,39,4.81,scattered clouds
639,Kosikha,53.3617,84.5822,34.57,90,99,8.97,overcast clouds
640,Senanga,-16.1167,23.2667,69.66,18,28,6.31,scattered clouds
641,Oktyabrskiy,54.4815,53.471,50.09,79,100,14.63,light rain
642,Ayia Galini,35.1,24.6833,72.99,69,1,5.48,clear sky
643,Kimbe,-5.5502,150.1429,76.77,91,72,3.09,light rain
644,Latung,5.5,120.8833,83.14,72,85,4.94,overcast clouds
645,Diego De Almagro,-26.3667,-70.05,79.41,18,0,7.0,clear sky
646,Nieuwpoort,51.1244,2.7735,64.92,97,75,5.75,broken clouds
647,Yarim,14.298,44.3779,59.05,23,0,2.06,clear sky
648,Bara,10.3744,10.7288,76.93,73,15,7.47,few clouds
649,Fare,-16.7,-151.0167,79.56,72,8,14.36,clear sky
650,Canton,23.1167,113.25,82.35,70,6,5.41,light rain
651,Quatre Cocos,-20.2078,57.7625,69.91,85,64,18.16,light rain
652,Port Macquarie,-31.4333,152.9167,54.9,62,96,2.17,overcast clouds
653,Mopti,14.6667,-4.0,89.13,36,34,1.1,scattered clouds
654,Abnub,27.2696,31.1511,79.02,34,22,8.46,few clouds
655,Malinovoye Ozero,51.6753,79.7825,28.96,80,1,5.66,clear sky
656,Rexburg,43.826,-111.7897,81.66,17,1,10.36,clear sky
657,Hjelset,62.7833,7.4833,62.29,94,20,6.91,few clouds
658,Porkhov,57.765,29.5561,48.09,97,7,4.52,clear sky
659,Carlos Chagas,-17.7031,-40.7664,80.1,47,95,14.85,overcast clouds
660,Berasia,23.6333,77.4333,75.58,87,73,4.18,broken clouds
661,Bocas Del Toro,9.3333,-82.25,87.08,75,100,10.49,overcast clouds
662,Pitea,65.3172,21.4794,50.09,86,86,5.7,overcast clouds
663,Cine,37.6117,28.0614,61.7,46,2,0.81,clear sky
664,Paita,-5.0892,-81.1144,72.16,77,83,14.9,broken clouds
665,Coron,11.9986,120.2043,77.54,88,22,1.66,few clouds
666,Puerto Palomas,31.7667,-107.6167,79.93,38,77,5.37,broken clouds
667,Tazmalt,36.3868,4.3989,76.87,80,99,4.81,overcast clouds
668,Marawi,7.9986,124.2928,65.64,91,76,3.85,broken clouds
669,Yugorsk,61.3133,63.3319,32.95,84,100,6.8,overcast clouds
670,Yerbogachen,61.2767,108.0108,31.93,95,100,14.0,snow
671,Bilma,18.6853,12.9164,87.08,15,0,10.76,clear sky
672,Salavat,53.3837,55.9077,51.01,52,100,11.5,light rain
673,Morant Bay,17.8815,-76.4093,89.22,69,16,7.87,few clouds
674,Ixtapa,20.7,-105.2,87.22,77,97,4.0,overcast clouds
675,Nago,26.5881,127.9761,82.56,86,34,8.43,scattered clouds
676,Popondetta,-8.7537,148.2534,74.82,91,55,2.17,broken clouds
677,Ca Mau,9.1769,105.15,76.73,92,94,2.82,overcast clouds
678,Vung Tau,10.346,107.0843,80.92,83,66,12.64,broken clouds
679,Goundi,9.3627,17.366,73.9,92,100,3.2,light rain
680,Masalli,34.7959,126.6553,67.68,68,97,4.27,overcast clouds
681,Merauke,-8.4667,140.3333,76.28,91,74,9.73,broken clouds
682,Ingham,42.6,-84.3833,76.77,60,40,6.91,scattered clouds
683,Chekalin,54.0969,36.245,48.25,90,91,12.15,overcast clouds
